Initial.Name,bill,vote,District,Party
R. Thomas,HB213,YEA,S13,Democratic
T. Buford,HB213,YEA,S22,Republican
S. Humphries,HB213,YEA,S1,Republican
D. Ridley,HB213,YEA,S4,Democratic
J. Turner,HB213,YEA,S29,Democratic
J. Carpenter,HB213,YEA,S34,Republican
R. Jones II,HB213,YEA,S31,Democratic
A. Robinson,HB213,YEA,S21,Republican
R. Webb,HB213,YEA,S18,Democratic
D. Carroll,HB213,YEA,S2,Republican
A. Kerr,HB213,YEA,S12,Republican
J. Schickel,HB213,YEA,S11,Republican
S. West,HB213,YEA,S27,Republican
C. Embry Jr.,HB213,YEA,S6,Republican
C. McDaniel,HB213,YEA,S23,Republican
W. Schroder,HB213,YEA,S24,Republican
W. Westerfield,HB213,YEA,S3,Republican
R. Girdler,HB213,YEA,S15,Republican
M. McGarvey,HB213,YEA,S19,Democratic
D. Seum,HB213,YEA,S38,Republican
M. Wilson,HB213,YEA,S32,Republican
D. Givens,HB213,YEA,S9,Republican
S. Meredith,HB213,YEA,S5,Republican
B. Smith,HB213,YEA,S30,Republican
M. Wise,HB213,YEA,S16,Republican
D. Harper Angel,HB213,YEA,S35,Democratic
G. Neal,HB213,YEA,S33,Democratic
R. Stivers II,HB213,YEA,S25,Republican
J. Carroll,HB213,NV,S7,Democratic
P. Hornback,HB213,NV,S20,Republican
P. Clark,HB213,NV,S37,Democratic
R. Alvarado,HB214,YEA,S28,Republican
D. Harper Angel,HB214,YEA,S35,Democratic
G. Neal,HB214,YEA,S33,Democratic
R. Stivers II,HB214,YEA,S25,Republican
J. Bowen,HB214,YEA,S8,Republican
E. Harris,HB214,YEA,S26,Republican
D. Parrett,HB214,YEA,S10,Democratic
D. Thayer,HB214,YEA,S17,Republican
T. Buford,HB214,YEA,S22,Republican
J. Higdon,HB214,YEA,S14,Republican
J. Adams,HB214,YEA,S36,Republican
R. Thomas,HB214,YEA,S13,Democratic
J. Carpenter,HB214,YEA,S34,Republican
P. Hornback,HB214,YEA,S20,Republican
D. Ridley,HB214,YEA,S4,Democratic
J. Turner,HB214,YEA,S29,Democratic
D. Carroll,HB214,YEA,S2,Republican
S. Humphries,HB214,YEA,S1,Republican
A. Robinson,HB214,YEA,S21,Republican
R. Webb,HB214,YEA,S18,Democratic
J. Carroll,HB214,YEA,S7,Democratic
R. Jones II,HB214,YEA,S31,Democratic
J. Schickel,HB214,YEA,S11,Republican
S. West,HB214,YEA,S27,Republican
P. Clark,HB214,YEA,S37,Democratic
A. Kerr,HB214,YEA,S12,Republican
W. Schroder,HB214,YEA,S24,Republican
W. Westerfield,HB214,YEA,S3,Republican
C. Embry Jr.,HB214,YEA,S6,Republican
C. McDaniel,HB214,YEA,S23,Republican
D. Seum,HB214,YEA,S38,Republican
M. Wilson,HB214,YEA,S32,Republican
R. Girdler,HB214,YEA,S15,Republican
M. McGarvey,HB214,YEA,S19,Democratic
B. Smith,HB214,YEA,S30,Republican
M. Wise,HB214,YEA,S16,Republican
D. Givens,HB214,YEA,S9,Republican
S. Meredith,HB214,YEA,S5,Republican
R. Alvarado,HB218,YEA,S28,Republican
D. Harper Angel,HB218,YEA,S35,Democratic
S. Meredith,HB218,YEA,S5,Republican
R. Stivers II,HB218,YEA,S25,Republican
J. Bowen,HB218,YEA,S8,Republican
E. Harris,HB218,YEA,S26,Republican
D. Parrett,HB218,YEA,S10,Democratic
D. Thayer,HB218,YEA,S17,Republican
T. Buford,HB218,YEA,S22,Republican
J. Higdon,HB218,YEA,S14,Republican
J. Adams,HB218,YEA,S36,Republican
R. Thomas,HB218,YEA,S13,Democratic
J. Carpenter,HB218,YEA,S34,Republican
P. Hornback,HB218,YEA,S20,Republican
D. Ridley,HB218,YEA,S4,Democratic
J. Turner,HB218,YEA,S29,Democratic
D. Carroll,HB218,YEA,S2,Republican
S. Humphries,HB218,YEA,S1,Republican
A. Robinson,HB218,YEA,S21,Republican
R. Webb,HB218,YEA,S18,Democratic
J. Carroll,HB218,YEA,S7,Democratic
R. Jones II,HB218,YEA,S31,Democratic
J. Schickel,HB218,YEA,S11,Republican
S. West,HB218,YEA,S27,Republican
P. Clark,HB218,YEA,S37,Democratic
A. Kerr,HB218,YEA,S12,Republican
W. Schroder,HB218,YEA,S24,Republican
W. Westerfield,HB218,YEA,S3,Republican
C. Embry Jr.,HB218,YEA,S6,Republican
C. McDaniel,HB218,YEA,S23,Republican
D. Seum,HB218,YEA,S38,Republican
M. Wilson,HB218,YEA,S32,Republican
R. Girdler,HB218,YEA,S15,Republican
M. McGarvey,HB218,YEA,S19,Democratic
B. Smith,HB218,YEA,S30,Republican
M. Wise,HB218,YEA,S16,Republican
D. Givens,HB218,YEA,S9,Republican
G. Neal,HB218,NV,S33,Democratic
R. Alvarado,HB220,YEA,S28,Republican
D. Givens,HB220,YEA,S9,Republican
J. Adams,HB220,YEA,S36,Republican
D. Thayer,HB220,YEA,S17,Republican
J. Bowen,HB220,YEA,S8,Republican
E. Harris,HB220,YEA,S26,Republican
A. Robinson,HB220,YEA,S21,Republican
R. Thomas,HB220,YEA,S13,Democratic
T. Buford,HB220,YEA,S22,Republican
P. Hornback,HB220,YEA,S20,Republican
J. Schickel,HB220,YEA,S11,Republican
S. West,HB220,YEA,S27,Republican
J. Carpenter,HB220,YEA,S34,Republican
S. Humphries,HB220,YEA,S1,Republican
W. Schroder,HB220,YEA,S24,Republican
W. Westerfield,HB220,YEA,S3,Republican
D. Carroll,HB220,YEA,S2,Republican
A. Kerr,HB220,YEA,S12,Republican
D. Seum,HB220,YEA,S38,Republican
M. Wilson,HB220,YEA,S32,Republican
R. Girdler,HB220,YEA,S15,Republican
S. Meredith,HB220,YEA,S5,Republican
R. Stivers II,HB220,YEA,S25,Republican
M. Wise,HB220,YEA,S16,Republican
J. Carroll,HB220,NAY,S7,Democratic
D. Harper Angel,HB220,NAY,S35,Democratic
M. McGarvey,HB220,NAY,S19,Democratic
B. Smith,HB220,NAY,S30,Republican
P. Clark,HB220,NAY,S37,Democratic
J. Higdon,HB220,NAY,S14,Republican
D. Parrett,HB220,NAY,S10,Democratic
J. Turner,HB220,NAY,S29,Democratic
C. Embry Jr.,HB220,NAY,S6,Republican
R. Jones II,HB220,NAY,S31,Democratic
D. Ridley,HB220,NAY,S4,Democratic
R. Webb,HB220,NAY,S18,Democratic
C. McDaniel,HB220,NV,S23,Republican
G. Neal,HB220,NV,S33,Democratic
R. Alvarado,HB223,YEA,S28,Republican
D. Harper Angel,HB223,YEA,S35,Democratic
G. Neal,HB223,YEA,S33,Democratic
R. Stivers II,HB223,YEA,S25,Republican
J. Bowen,HB223,YEA,S8,Republican
E. Harris,HB223,YEA,S26,Republican
D. Parrett,HB223,YEA,S10,Democratic
D. Thayer,HB223,YEA,S17,Republican
T. Buford,HB223,YEA,S22,Republican
J. Higdon,HB223,YEA,S14,Republican
J. Adams,HB223,YEA,S36,Republican
R. Thomas,HB223,YEA,S13,Democratic
J. Carpenter,HB223,YEA,S34,Republican
P. Hornback,HB223,YEA,S20,Republican
D. Ridley,HB223,YEA,S4,Democratic
J. Turner,HB223,YEA,S29,Democratic
D. Carroll,HB223,YEA,S2,Republican
S. Humphries,HB223,YEA,S1,Republican
A. Robinson,HB223,YEA,S21,Republican
R. Webb,HB223,YEA,S18,Democratic
J. Carroll,HB223,YEA,S7,Democratic
R. Jones II,HB223,YEA,S31,Democratic
J. Schickel,HB223,YEA,S11,Republican
S. West,HB223,YEA,S27,Republican
P. Clark,HB223,YEA,S37,Democratic
A. Kerr,HB223,YEA,S12,Republican
W. Schroder,HB223,YEA,S24,Republican
W. Westerfield,HB223,YEA,S3,Republican
C. Embry Jr.,HB223,YEA,S6,Republican
C. McDaniel,HB223,YEA,S23,Republican
D. Seum,HB223,YEA,S38,Republican
M. Wilson,HB223,YEA,S32,Republican
R. Girdler,HB223,YEA,S15,Republican
M. McGarvey,HB223,YEA,S19,Democratic
B. Smith,HB223,YEA,S30,Republican
M. Wise,HB223,YEA,S16,Republican
D. Givens,HB223,YEA,S9,Republican
S. Meredith,HB223,YEA,S5,Republican
R. Alvarado,HB241,YEA,S28,Republican
D. Harper Angel,HB241,YEA,S35,Democratic
G. Neal,HB241,YEA,S33,Democratic
R. Stivers II,HB241,YEA,S25,Republican
J. Bowen,HB241,YEA,S8,Republican
E. Harris,HB241,YEA,S26,Republican
D. Parrett,HB241,YEA,S10,Democratic
D. Thayer,HB241,YEA,S17,Republican
T. Buford,HB241,YEA,S22,Republican
J. Higdon,HB241,YEA,S14,Republican
J. Adams,HB241,YEA,S36,Republican
R. Thomas,HB241,YEA,S13,Democratic
J. Carpenter,HB241,YEA,S34,Republican
P. Hornback,HB241,YEA,S20,Republican
D. Ridley,HB241,YEA,S4,Democratic
J. Turner,HB241,YEA,S29,Democratic
D. Carroll,HB241,YEA,S2,Republican
S. Humphries,HB241,YEA,S1,Republican
A. Robinson,HB241,YEA,S21,Republican
R. Webb,HB241,YEA,S18,Democratic
J. Carroll,HB241,YEA,S7,Democratic
R. Jones II,HB241,YEA,S31,Democratic
J. Schickel,HB241,YEA,S11,Republican
S. West,HB241,YEA,S27,Republican
P. Clark,HB241,YEA,S37,Democratic
A. Kerr,HB241,YEA,S12,Republican
W. Schroder,HB241,YEA,S24,Republican
W. Westerfield,HB241,YEA,S3,Republican
C. Embry Jr.,HB241,YEA,S6,Republican
C. McDaniel,HB241,YEA,S23,Republican
D. Seum,HB241,YEA,S38,Republican
M. Wilson,HB241,YEA,S32,Republican
R. Girdler,HB241,YEA,S15,Republican
M. McGarvey,HB241,YEA,S19,Democratic
B. Smith,HB241,YEA,S30,Republican
M. Wise,HB241,YEA,S16,Republican
D. Givens,HB241,YEA,S9,Republican
S. Meredith,HB241,YEA,S5,Republican
R. Alvarado,HB244,YEA,S28,Republican
D. Harper Angel,HB244,YEA,S35,Democratic
G. Neal,HB244,YEA,S33,Democratic
R. Stivers II,HB244,YEA,S25,Republican
J. Bowen,HB244,YEA,S8,Republican
E. Harris,HB244,YEA,S26,Republican
D. Parrett,HB244,YEA,S10,Democratic
D. Thayer,HB244,YEA,S17,Republican
T. Buford,HB244,YEA,S22,Republican
J. Higdon,HB244,YEA,S14,Republican
J. Adams,HB244,YEA,S36,Republican
R. Thomas,HB244,YEA,S13,Democratic
J. Carpenter,HB244,YEA,S34,Republican
P. Hornback,HB244,YEA,S20,Republican
D. Ridley,HB244,YEA,S4,Democratic
J. Turner,HB244,YEA,S29,Democratic
D. Carroll,HB244,YEA,S2,Republican
S. Humphries,HB244,YEA,S1,Republican
A. Robinson,HB244,YEA,S21,Republican
R. Webb,HB244,YEA,S18,Democratic
J. Carroll,HB244,YEA,S7,Democratic
R. Jones II,HB244,YEA,S31,Democratic
J. Schickel,HB244,YEA,S11,Republican
S. West,HB244,YEA,S27,Republican
P. Clark,HB244,YEA,S37,Democratic
A. Kerr,HB244,YEA,S12,Republican
W. Schroder,HB244,YEA,S24,Republican
W. Westerfield,HB244,YEA,S3,Republican
C. Embry Jr.,HB244,YEA,S6,Republican
C. McDaniel,HB244,YEA,S23,Republican
D. Seum,HB244,YEA,S38,Republican
M. Wilson,HB244,YEA,S32,Republican
R. Girdler,HB244,YEA,S15,Republican
M. McGarvey,HB244,YEA,S19,Democratic
B. Smith,HB244,YEA,S30,Republican
M. Wise,HB244,YEA,S16,Republican
D. Givens,HB244,YEA,S9,Republican
S. Meredith,HB244,YEA,S5,Republican
R. Alvarado,HB246,YEA,S28,Republican
D. Harper Angel,HB246,YEA,S35,Democratic
S. Meredith,HB246,YEA,S5,Republican
R. Stivers II,HB246,YEA,S25,Republican
J. Bowen,HB246,YEA,S8,Republican
E. Harris,HB246,YEA,S26,Republican
G. Neal,HB246,YEA,S33,Democratic
D. Thayer,HB246,YEA,S17,Republican
T. Buford,HB246,YEA,S22,Republican
J. Higdon,HB246,YEA,S14,Republican
D. Parrett,HB246,YEA,S10,Democratic
R. Thomas,HB246,YEA,S13,Democratic
J. Carpenter,HB246,YEA,S34,Republican
P. Hornback,HB246,YEA,S20,Republican
J. Adams,HB246,YEA,S36,Republican
J. Turner,HB246,YEA,S29,Democratic
D. Carroll,HB246,YEA,S2,Republican
S. Humphries,HB246,YEA,S1,Republican
D. Ridley,HB246,YEA,S4,Democratic
R. Webb,HB246,YEA,S18,Democratic
J. Carroll,HB246,YEA,S7,Democratic
R. Jones II,HB246,YEA,S31,Democratic
A. Robinson,HB246,YEA,S21,Republican
S. West,HB246,YEA,S27,Republican
C. Embry Jr.,HB246,YEA,S6,Republican
A. Kerr,HB246,YEA,S12,Republican
W. Schroder,HB246,YEA,S24,Republican
W. Westerfield,HB246,YEA,S3,Republican
R. Girdler,HB246,YEA,S15,Republican
C. McDaniel,HB246,YEA,S23,Republican
D. Seum,HB246,YEA,S38,Republican
M. Wilson,HB246,YEA,S32,Republican
D. Givens,HB246,YEA,S9,Republican
M. McGarvey,HB246,YEA,S19,Democratic
B. Smith,HB246,YEA,S30,Republican
M. Wise,HB246,YEA,S16,Republican
J. Schickel,HB246,NAY,S11,Republican
P. Clark,HB246,NV,S37,Democratic
R. Alvarado,HB252,YEA,S28,Republican
E. Harris,HB252,YEA,S26,Republican
G. Neal,HB252,YEA,S33,Democratic
R. Stivers II,HB252,YEA,S25,Republican
J. Bowen,HB252,YEA,S8,Republican
J. Higdon,HB252,YEA,S14,Republican
D. Parrett,HB252,YEA,S10,Democratic
D. Thayer,HB252,YEA,S17,Republican
T. Buford,HB252,YEA,S22,Republican
P. Hornback,HB252,YEA,S20,Republican
J. Adams,HB252,YEA,S36,Republican
R. Thomas,HB252,YEA,S13,Democratic
J. Carpenter,HB252,YEA,S34,Republican
S. Humphries,HB252,YEA,S1,Republican
D. Ridley,HB252,YEA,S4,Democratic
J. Turner,HB252,YEA,S29,Democratic
D. Carroll,HB252,YEA,S2,Republican
R. Jones II,HB252,YEA,S31,Democratic
A. Robinson,HB252,YEA,S21,Republican
R. Webb,HB252,YEA,S18,Democratic
J. Carroll,HB252,YEA,S7,Democratic
A. Kerr,HB252,YEA,S12,Republican
J. Schickel,HB252,YEA,S11,Republican
S. West,HB252,YEA,S27,Republican
C. Embry Jr.,HB252,YEA,S6,Republican
C. McDaniel,HB252,YEA,S23,Republican
W. Schroder,HB252,YEA,S24,Republican
W. Westerfield,HB252,YEA,S3,Republican
R. Girdler,HB252,YEA,S15,Republican
M. McGarvey,HB252,YEA,S19,Democratic
D. Seum,HB252,YEA,S38,Republican
M. Wilson,HB252,YEA,S32,Republican
D. Givens,HB252,YEA,S9,Republican
S. Meredith,HB252,YEA,S5,Republican
B. Smith,HB252,YEA,S30,Republican
M. Wise,HB252,YEA,S16,Republican
D. Harper Angel,HB252,YEA,S35,Democratic
P. Clark,HB252,NV,S37,Democratic
R. Alvarado,HB259,YEA,S28,Republican
D. Harper Angel,HB259,YEA,S35,Democratic
G. Neal,HB259,YEA,S33,Democratic
R. Stivers II,HB259,YEA,S25,Republican
J. Bowen,HB259,YEA,S8,Republican
E. Harris,HB259,YEA,S26,Republican
D. Parrett,HB259,YEA,S10,Democratic
D. Thayer,HB259,YEA,S17,Republican
T. Buford,HB259,YEA,S22,Republican
J. Higdon,HB259,YEA,S14,Republican
J. Adams,HB259,YEA,S36,Republican
R. Thomas,HB259,YEA,S13,Democratic
J. Carpenter,HB259,YEA,S34,Republican
P. Hornback,HB259,YEA,S20,Republican
D. Ridley,HB259,YEA,S4,Democratic
J. Turner,HB259,YEA,S29,Democratic
D. Carroll,HB259,YEA,S2,Republican
S. Humphries,HB259,YEA,S1,Republican
A. Robinson,HB259,YEA,S21,Republican
R. Webb,HB259,YEA,S18,Democratic
J. Carroll,HB259,YEA,S7,Democratic
R. Jones II,HB259,YEA,S31,Democratic
J. Schickel,HB259,YEA,S11,Republican
S. West,HB259,YEA,S27,Republican
P. Clark,HB259,YEA,S37,Democratic
A. Kerr,HB259,YEA,S12,Republican
W. Schroder,HB259,YEA,S24,Republican
W. Westerfield,HB259,YEA,S3,Republican
C. Embry Jr.,HB259,YEA,S6,Republican
C. McDaniel,HB259,YEA,S23,Republican
D. Seum,HB259,YEA,S38,Republican
M. Wilson,HB259,YEA,S32,Republican
R. Girdler,HB259,YEA,S15,Republican
M. McGarvey,HB259,YEA,S19,Democratic
B. Smith,HB259,YEA,S30,Republican
M. Wise,HB259,YEA,S16,Republican
D. Givens,HB259,YEA,S9,Republican
S. Meredith,HB259,YEA,S5,Republican
R. Alvarado,HB260,YEA,S28,Republican
D. Harper Angel,HB260,YEA,S35,Democratic
S. Meredith,HB260,YEA,S5,Republican
R. Stivers II,HB260,YEA,S25,Republican
J. Bowen,HB260,YEA,S8,Republican
E. Harris,HB260,YEA,S26,Republican
G. Neal,HB260,YEA,S33,Democratic
D. Thayer,HB260,YEA,S17,Republican
T. Buford,HB260,YEA,S22,Republican
J. Higdon,HB260,YEA,S14,Republican
D. Parrett,HB260,YEA,S10,Democratic
R. Thomas,HB260,YEA,S13,Democratic
J. Carpenter,HB260,YEA,S34,Republican
P. Hornback,HB260,YEA,S20,Republican
J. Adams,HB260,YEA,S36,Republican
J. Turner,HB260,YEA,S29,Democratic
D. Carroll,HB260,YEA,S2,Republican
S. Humphries,HB260,YEA,S1,Republican
A. Robinson,HB260,YEA,S21,Republican
R. Webb,HB260,YEA,S18,Democratic
J. Carroll,HB260,YEA,S7,Democratic
R. Jones II,HB260,YEA,S31,Democratic
J. Schickel,HB260,YEA,S11,Republican
S. West,HB260,YEA,S27,Republican
C. Embry Jr.,HB260,YEA,S6,Republican
A. Kerr,HB260,YEA,S12,Republican
W. Schroder,HB260,YEA,S24,Republican
W. Westerfield,HB260,YEA,S3,Republican
R. Girdler,HB260,YEA,S15,Republican
C. McDaniel,HB260,YEA,S23,Republican
D. Seum,HB260,YEA,S38,Republican
M. Wilson,HB260,YEA,S32,Republican
D. Givens,HB260,YEA,S9,Republican
M. McGarvey,HB260,YEA,S19,Democratic
B. Smith,HB260,YEA,S30,Republican
M. Wise,HB260,YEA,S16,Republican
P. Clark,HB260,NAY,S37,Democratic
D. Ridley,HB260,NAY,S4,Democratic
R. Alvarado,HB261,YEA,S28,Republican
D. Harper Angel,HB261,YEA,S35,Democratic
S. Meredith,HB261,YEA,S5,Republican
R. Stivers II,HB261,YEA,S25,Republican
J. Bowen,HB261,YEA,S8,Republican
E. Harris,HB261,YEA,S26,Republican
D. Parrett,HB261,YEA,S10,Democratic
D. Thayer,HB261,YEA,S17,Republican
T. Buford,HB261,YEA,S22,Republican
J. Higdon,HB261,YEA,S14,Republican
J. Adams,HB261,YEA,S36,Republican
R. Thomas,HB261,YEA,S13,Democratic
J. Carpenter,HB261,YEA,S34,Republican
P. Hornback,HB261,YEA,S20,Republican
D. Ridley,HB261,YEA,S4,Democratic
J. Turner,HB261,YEA,S29,Democratic
D. Carroll,HB261,YEA,S2,Republican
S. Humphries,HB261,YEA,S1,Republican
A. Robinson,HB261,YEA,S21,Republican
R. Webb,HB261,YEA,S18,Democratic
J. Carroll,HB261,YEA,S7,Democratic
R. Jones II,HB261,YEA,S31,Democratic
J. Schickel,HB261,YEA,S11,Republican
S. West,HB261,YEA,S27,Republican
P. Clark,HB261,YEA,S37,Democratic
A. Kerr,HB261,YEA,S12,Republican
W. Schroder,HB261,YEA,S24,Republican
W. Westerfield,HB261,YEA,S3,Republican
C. Embry Jr.,HB261,YEA,S6,Republican
C. McDaniel,HB261,YEA,S23,Republican
D. Seum,HB261,YEA,S38,Republican
M. Wilson,HB261,YEA,S32,Republican
R. Girdler,HB261,YEA,S15,Republican
M. McGarvey,HB261,YEA,S19,Democratic
B. Smith,HB261,YEA,S30,Republican
M. Wise,HB261,YEA,S16,Republican
D. Givens,HB261,YEA,S9,Republican
G. Neal,HB261,NV,S33,Democratic
R. Alvarado,HB263,YEA,S28,Republican
D. Harper Angel,HB263,YEA,S35,Democratic
G. Neal,HB263,YEA,S33,Democratic
R. Stivers II,HB263,YEA,S25,Republican
J. Bowen,HB263,YEA,S8,Republican
E. Harris,HB263,YEA,S26,Republican
D. Parrett,HB263,YEA,S10,Democratic
D. Thayer,HB263,YEA,S17,Republican
T. Buford,HB263,YEA,S22,Republican
J. Higdon,HB263,YEA,S14,Republican
J. Adams,HB263,YEA,S36,Republican
R. Thomas,HB263,YEA,S13,Democratic
J. Carpenter,HB263,YEA,S34,Republican
P. Hornback,HB263,YEA,S20,Republican
D. Ridley,HB263,YEA,S4,Democratic
J. Turner,HB263,YEA,S29,Democratic
D. Carroll,HB263,YEA,S2,Republican
S. Humphries,HB263,YEA,S1,Republican
A. Robinson,HB263,YEA,S21,Republican
R. Webb,HB263,YEA,S18,Democratic
J. Carroll,HB263,YEA,S7,Democratic
R. Jones II,HB263,YEA,S31,Democratic
J. Schickel,HB263,YEA,S11,Republican
S. West,HB263,YEA,S27,Republican
P. Clark,HB263,YEA,S37,Democratic
A. Kerr,HB263,YEA,S12,Republican
W. Schroder,HB263,YEA,S24,Republican
W. Westerfield,HB263,YEA,S3,Republican
C. Embry Jr.,HB263,YEA,S6,Republican
C. McDaniel,HB263,YEA,S23,Republican
D. Seum,HB263,YEA,S38,Republican
M. Wilson,HB263,YEA,S32,Republican
R. Girdler,HB263,YEA,S15,Republican
M. McGarvey,HB263,YEA,S19,Democratic
B. Smith,HB263,YEA,S30,Republican
M. Wise,HB263,YEA,S16,Republican
D. Givens,HB263,YEA,S9,Republican
S. Meredith,HB263,YEA,S5,Republican
R. Alvarado,HB264,YEA,S28,Republican
E. Harris,HB264,YEA,S26,Republican
D. Parrett,HB264,YEA,S10,Democratic
D. Thayer,HB264,YEA,S17,Republican
J. Bowen,HB264,YEA,S8,Republican
J. Higdon,HB264,YEA,S14,Republican
J. Adams,HB264,YEA,S36,Republican
R. Thomas,HB264,YEA,S13,Democratic
T. Buford,HB264,YEA,S22,Republican
S. Humphries,HB264,YEA,S1,Republican
D. Ridley,HB264,YEA,S4,Democratic
J. Turner,HB264,YEA,S29,Democratic
J. Carpenter,HB264,YEA,S34,Republican
R. Jones II,HB264,YEA,S31,Democratic
A. Robinson,HB264,YEA,S21,Republican
R. Webb,HB264,YEA,S18,Democratic
D. Carroll,HB264,YEA,S2,Republican
A. Kerr,HB264,YEA,S12,Republican
J. Schickel,HB264,YEA,S11,Republican
S. West,HB264,YEA,S27,Republican
C. Embry Jr.,HB264,YEA,S6,Republican
C. McDaniel,HB264,YEA,S23,Republican
W. Schroder,HB264,YEA,S24,Republican
W. Westerfield,HB264,YEA,S3,Republican
R. Girdler,HB264,YEA,S15,Republican
M. McGarvey,HB264,YEA,S19,Democratic
D. Seum,HB264,YEA,S38,Republican
M. Wilson,HB264,YEA,S32,Republican
D. Givens,HB264,YEA,S9,Republican
S. Meredith,HB264,YEA,S5,Republican
B. Smith,HB264,YEA,S30,Republican
M. Wise,HB264,YEA,S16,Republican
D. Harper Angel,HB264,YEA,S35,Democratic
G. Neal,HB264,YEA,S33,Democratic
R. Stivers II,HB264,YEA,S25,Republican
J. Carroll,HB264,NV,S7,Democratic
P. Hornback,HB264,NV,S20,Republican
P. Clark,HB264,NV,S37,Democratic
R. Alvarado,HB265,YEA,S28,Republican
D. Harper Angel,HB265,YEA,S35,Democratic
G. Neal,HB265,YEA,S33,Democratic
R. Stivers II,HB265,YEA,S25,Republican
J. Bowen,HB265,YEA,S8,Republican
E. Harris,HB265,YEA,S26,Republican
D. Parrett,HB265,YEA,S10,Democratic
D. Thayer,HB265,YEA,S17,Republican
T. Buford,HB265,YEA,S22,Republican
J. Higdon,HB265,YEA,S14,Republican
J. Adams,HB265,YEA,S36,Republican
R. Thomas,HB265,YEA,S13,Democratic
J. Carpenter,HB265,YEA,S34,Republican
P. Hornback,HB265,YEA,S20,Republican
D. Ridley,HB265,YEA,S4,Democratic
J. Turner,HB265,YEA,S29,Democratic
D. Carroll,HB265,YEA,S2,Republican
S. Humphries,HB265,YEA,S1,Republican
A. Robinson,HB265,YEA,S21,Republican
R. Webb,HB265,YEA,S18,Democratic
J. Carroll,HB265,YEA,S7,Democratic
R. Jones II,HB265,YEA,S31,Democratic
J. Schickel,HB265,YEA,S11,Republican
S. West,HB265,YEA,S27,Republican
P. Clark,HB265,YEA,S37,Democratic
A. Kerr,HB265,YEA,S12,Republican
W. Schroder,HB265,YEA,S24,Republican
W. Westerfield,HB265,YEA,S3,Republican
C. Embry Jr.,HB265,YEA,S6,Republican
C. McDaniel,HB265,YEA,S23,Republican
D. Seum,HB265,YEA,S38,Republican
M. Wilson,HB265,YEA,S32,Republican
R. Girdler,HB265,YEA,S15,Republican
M. McGarvey,HB265,YEA,S19,Democratic
B. Smith,HB265,YEA,S30,Republican
M. Wise,HB265,YEA,S16,Republican
D. Givens,HB265,YEA,S9,Republican
S. Meredith,HB265,YEA,S5,Republican
R. Alvarado,HB270,YEA,S28,Republican
D. Harper Angel,HB270,YEA,S35,Democratic
G. Neal,HB270,YEA,S33,Democratic
R. Stivers II,HB270,YEA,S25,Republican
J. Bowen,HB270,YEA,S8,Republican
E. Harris,HB270,YEA,S26,Republican
D. Parrett,HB270,YEA,S10,Democratic
D. Thayer,HB270,YEA,S17,Republican
T. Buford,HB270,YEA,S22,Republican
J. Higdon,HB270,YEA,S14,Republican
J. Adams,HB270,YEA,S36,Republican
R. Thomas,HB270,YEA,S13,Democratic
J. Carpenter,HB270,YEA,S34,Republican
P. Hornback,HB270,YEA,S20,Republican
D. Ridley,HB270,YEA,S4,Democratic
J. Turner,HB270,YEA,S29,Democratic
D. Carroll,HB270,YEA,S2,Republican
S. Humphries,HB270,YEA,S1,Republican
A. Robinson,HB270,YEA,S21,Republican
R. Webb,HB270,YEA,S18,Democratic
J. Carroll,HB270,YEA,S7,Democratic
R. Jones II,HB270,YEA,S31,Democratic
J. Schickel,HB270,YEA,S11,Republican
S. West,HB270,YEA,S27,Republican
P. Clark,HB270,YEA,S37,Democratic
A. Kerr,HB270,YEA,S12,Republican
W. Schroder,HB270,YEA,S24,Republican
W. Westerfield,HB270,YEA,S3,Republican
C. Embry Jr.,HB270,YEA,S6,Republican
C. McDaniel,HB270,YEA,S23,Republican
D. Seum,HB270,YEA,S38,Republican
M. Wilson,HB270,YEA,S32,Republican
R. Girdler,HB270,YEA,S15,Republican
M. McGarvey,HB270,YEA,S19,Democratic
B. Smith,HB270,YEA,S30,Republican
M. Wise,HB270,YEA,S16,Republican
D. Givens,HB270,YEA,S9,Republican
S. Meredith,HB270,YEA,S5,Republican
R. Alvarado,HB273,YEA,S28,Republican
D. Harper Angel,HB273,YEA,S35,Democratic
G. Neal,HB273,YEA,S33,Democratic
R. Stivers II,HB273,YEA,S25,Republican
J. Bowen,HB273,YEA,S8,Republican
E. Harris,HB273,YEA,S26,Republican
D. Parrett,HB273,YEA,S10,Democratic
D. Thayer,HB273,YEA,S17,Republican
T. Buford,HB273,YEA,S22,Republican
J. Higdon,HB273,YEA,S14,Republican
J. Adams,HB273,YEA,S36,Republican
R. Thomas,HB273,YEA,S13,Democratic
J. Carpenter,HB273,YEA,S34,Republican
P. Hornback,HB273,YEA,S20,Republican
D. Ridley,HB273,YEA,S4,Democratic
J. Turner,HB273,YEA,S29,Democratic
D. Carroll,HB273,YEA,S2,Republican
S. Humphries,HB273,YEA,S1,Republican
A. Robinson,HB273,YEA,S21,Republican
R. Webb,HB273,YEA,S18,Democratic
J. Carroll,HB273,YEA,S7,Democratic
R. Jones II,HB273,YEA,S31,Democratic
J. Schickel,HB273,YEA,S11,Republican
S. West,HB273,YEA,S27,Republican
P. Clark,HB273,YEA,S37,Democratic
A. Kerr,HB273,YEA,S12,Republican
W. Schroder,HB273,YEA,S24,Republican
W. Westerfield,HB273,YEA,S3,Republican
